secuencias,ID_Ruta,Transformed_Sequences,Total_Distance_km,Total_Duration_hr
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC410,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG770'), ('PG770', 'PG771'), ('PG771', 'PG772'), ('PG772', 'PG773'), ('PG773', 'PG774')]",1732.6009999999999,396.0541666666666
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC411,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG808'), ('PG808', 'PG809'), ('PG809', 'PG848'), ('PG848', 'PG887')]",1732.6009999999999,396.0541666666666
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC412,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1082')]",1822.099,416.2005555555555
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081",RC413,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081')]",1732.6009999999999,396.0541666666666
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC414,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1120')]",1782.099,407.1441666666666
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC415,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1082')]",1914.232,436.8208333333333
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC416,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081')]",1824.734,416.6744444444444
"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1109, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC417,"[('PG1530', 'PG1531'), ('PG1531', 'PG1532'), ('PG1532', 'PG1493'), ('PG1493', 'PG1454'), ('PG1454', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1337'), ('PG1337', 'PG1298'), ('PG1298', 'PG1299'), ('PG1299', 'PG1260'), ('PG1260', 'PG1261'), ('PG1261', 'PG1222'), ('PG1222', 'PG1184'), ('PG1184', 'PG1145'), ('PG1145', 'PG1146'), ('PG1146', 'PG1147'), ('PG1147', 'PG1108'), ('PG1108', 'PG1109'), ('PG1109', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1120')]",1874.232,427.7644444444444
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG732, PG693, PG694, PG655, PG656, PG617",RC421,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG770'), ('PG770', 'PG771'), ('PG771', 'PG732'), ('PG732', 'PG693'), ('PG693', 'PG694'), ('PG694', 'PG655'), ('PG655', 'PG656'), ('PG656', 'PG617')]",1482.523,341.3341666666666
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC422,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG770'), ('PG770', 'PG771'), ('PG771', 'PG772'), ('PG772', 'PG773'), ('PG773', 'PG774')]",1482.523,341.3341666666666
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC423,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG808'), ('PG808', 'PG809'), ('PG809', 'PG848'), ('PG848', 'PG887')]",1482.523,341.3341666666666
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC424,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1082')]",1572.021,361.4805555555555
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081",RC425,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081')]",1482.523,341.3341666666666
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC426,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1120')]",1532.021,352.42416666666657
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC427,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1082')]",1664.154,382.1008333333333
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC428,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081')]",1574.656,361.9544444444444
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC429,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG918'), ('PG918', 'PG879'), ('PG879', 'PG841'), ('PG841', 'PG880'), ('PG880', 'PG919'), ('PG919', 'PG921'), ('PG921', 'PG961'), ('PG961', 'PG999'), ('PG999', 'PG1038'), ('PG1038', 'PG1039'), ('PG1039', 'PG1040'), ('PG1040', 'PG1041'), ('PG1041', 'PG1081'), ('PG1081', 'PG1120')]",1624.154,373.04444444444437
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC430,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG770'), ('PG770', 'PG771'), ('PG771', 'PG772'), ('PG772', 'PG773'), ('PG773', 'PG774')]",1482.523,341.3341666666666
"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC431,"[('PG1572', 'PG1533'), ('PG1533', 'PG1494'), ('PG1494', 'PG1417'), ('PG1417', 'PG1378'), ('PG1378', 'PG1339'), ('PG1339', 'PG1300'), ('PG1300', 'PG1262'), ('PG1262', 'PG1223'), ('PG1223', 'PG1224'), ('PG1224', 'PG1185'), ('PG1185', 'PG1146'), ('PG1146', 'PG1107'), ('PG1107', 'PG1108'), ('PG1108', 'PG1169'), ('PG1169', 'PG1070'), ('PG1070', 'PG1031'), ('PG1031', 'PG992'), ('PG992', 'PG993'), ('PG993', 'PG994'), ('PG994', 'PG995'), ('PG995', 'PG956'), ('PG956', 'PG957'), ('PG957', 'PG996'), ('PG996', 'PG997'), ('PG997', 'PG959'), ('PG959', 'PG921'), ('PG921', 'PG922'), ('PG922', 'PG883'), ('PG883', 'PG884'), ('PG884', 'PG845'), ('PG845', 'PG846'), ('PG846', 'PG807'), ('PG807', 'PG808'), ('PG808', 'PG769'), ('PG769', 'PG808'), ('PG808', 'PG809'), ('PG809', 'PG848'), ('PG848', 'PG887')]",1482.523,341.3341666666666
